sep=;
Date;High price;Low price;Closing price;Average price;Total volume;Turnover
2025-03-19;"2,685.70";"2,665.81";"2,677.94";;1;
2025-03-18;"2,705.06";"2,673.40";"2,685.50";;1;
2025-03-17;"2,692.04";"2,673.31";"2,685.19";;1;
2025-03-14;"2,683.83";"2,643.80";"2,682.38";;1;
2025-03-13;"2,666.85";"2,624.35";"2,647.84";;1;
2025-03-12;"2,681.87";"2,637.91";"2,656.41";;1;
2025-03-11;"2,721.05";"2,646.31";"2,652.67";;1;
2025-03-10;"2,735.26";"2,703.41";"2,710.52";;1;
2025-03-07;"2,734.49";"2,692.60";"2,729.21";;1;
2025-03-06;"2,743.03";"2,688.97";"2,733.02";;1;
2025-03-05;"2,731.89";"2,693.66";"2,723.99";;1;
2025-03-04;"2,721.36";"2,656.00";"2,656.24";;1;
2025-03-03;"2,766.94";"2,722.83";"2,744.74";;1;
2025-02-28;"2,736.06";"2,716.13";"2,724.70";;1;
2025-02-27;"2,761.39";"2,726.92";"2,741.95";;1;
2025-02-26;"2,764.33";"2,739.43";"2,762.50";;1;
2025-02-25;"2,733.71";"2,696.50";"2,724.73";;1;
2025-02-24;"2,731.87";"2,699.58";"2,713.62";;1;
2025-02-21;"2,745.02";"2,718.88";"2,724.26";;1;
2025-02-20;"2,734.66";"2,711.58";"2,725.09";;1;
2025-02-19;"2,757.01";"2,707.50";"2,710.23";;1;
2025-02-18;"2,759.48";"2,735.25";"2,757.28";;1;
2025-02-17;"2,743.26";"2,715.87";"2,743.26";;1;
2025-02-14;"2,729.13";"2,714.22";"2,716.99";;1;
2025-02-13;"2,725.74";"2,694.53";"2,724.25";;1;
2025-02-12;"2,687.50";"2,664.68";"2,678.97";;1;
2025-02-11;"2,667.46";"2,648.39";"2,666.87";;1;
2025-02-10;"2,662.16";"2,644.91";"2,658.29";;1;
2025-02-07;"2,664.48";"2,637.26";"2,639.75";;1;
2025-02-06;"2,669.99";"2,635.91";"2,665.74";;1;
2025-02-05;"2,631.54";"2,614.83";"2,629.11";;1;
2025-02-04;"2,639.44";"2,604.23";"2,638.46";;1;
2025-02-03;"2,637.40";"2,608.06";"2,632.64";;1;
2025-01-31;"2,684.01";"2,667.95";"2,670.54";;1;
2025-01-30;"2,666.58";"2,646.35";"2,662.31";;1;
2025-01-29;"2,664.04";"2,638.41";"2,657.33";;1;
2025-01-28;"2,676.32";"2,635.43";"2,635.63";;1;
2025-01-27;"2,653.60";"2,627.61";"2,646.92";;1;
2025-01-24;"2,690.03";"2,662.28";"2,669.73";;1;
2025-01-23;"2,672.65";"2,641.32";"2,672.65";;1;
2025-01-22;"2,663.82";"2,640.50";"2,647.99";;1;
2025-01-21;"2,639.22";"2,616.62";"2,638.42";;1;
2025-01-20;"2,630.33";"2,610.20";"2,616.68";;1;
2025-01-17;"2,625.36";"2,589.90";"2,617.41";;1;
2025-01-16;"2,592.49";"2,575.36";"2,585.86";;1;
2025-01-15;"2,575.89";"2,525.33";"2,570.83";;1;
2025-01-14;"2,538.00";"2,517.41";"2,521.22";;1;
2025-01-13;"2,521.25";"2,494.26";"2,514.81";;1;
2025-01-10;"2,552.33";"2,520.43";"2,523.73";;1;
2025-01-09;"2,553.90";"2,529.03";"2,549.58";;1;
2025-01-08;"2,558.22";"2,526.44";"2,541.29";;1;
2025-01-07;"2,559.92";"2,529.63";"2,543.15";;1;
2025-01-03;"2,518.57";"2,503.83";"2,511.42";;1;
2025-01-02;"2,509.71";"2,482.44";"2,508.83";;1;
2024-12-30;"2,495.05";"2,468.59";"2,483.12";;1;
2024-12-27;"2,493.81";"2,471.08";"2,490.19";;1;
2024-12-23;"2,476.91";"2,457.27";"2,469.87";;1;
2024-12-20;"2,475.94";"2,435.66";"2,474.65";;1;
2024-12-19;"2,512.05";"2,474.27";"2,481.10";;1;
2024-12-18;"2,549.73";"2,530.17";"2,537.63";;1;
2024-12-17;"2,545.27";"2,529.58";"2,533.07";;1;
2024-12-16;"2,556.74";"2,539.11";"2,544.60";;1;
2024-12-13;"2,580.27";"2,551.83";"2,556.34";;1;
2024-12-12;"2,600.16";"2,569.56";"2,573.98";;1;
2024-12-11;"2,599.41";"2,584.32";"2,588.44";;1;
2024-12-10;"2,614.07";"2,595.49";"2,595.49";;1;
2024-12-09;"2,633.57";"2,613.07";"2,617.80";;1;
2024-12-06;"2,617.66";"2,600.84";"2,614.27";;1;
2024-12-05;"2,607.17";"2,592.69";"2,606.08";;1;
2024-12-04;"2,601.22";"2,582.57";"2,594.38";;1;
2024-12-03;"2,582.68";"2,554.63";"2,573.70";;1;
2024-12-02;"2,563.09";"2,500.86";"2,548.13";;1;
2024-11-29;"2,516.41";"2,495.09";"2,513.85";;1;
2024-11-28;"2,522.87";"2,505.76";"2,508.92";;1;
2024-11-27;"2,501.68";"2,483.93";"2,497.68";;1;
2024-11-26;"2,505.21";"2,487.64";"2,495.80";;1;
2024-11-25;"2,531.45";"2,505.55";"2,512.45";;1;
2024-11-22;"2,520.03";"2,486.33";"2,514.10";;1;
2024-11-21;"2,498.49";"2,464.13";"2,496.31";;1;
2024-11-20;"2,513.74";"2,483.49";"2,484.49";;1;
2024-11-19;"2,518.15";"2,462.17";"2,493.48";;1;
2024-11-18;"2,518.88";"2,489.89";"2,506.91";;1;
2024-11-15;"2,530.64";"2,506.38";"2,509.99";;1;
2024-11-14;"2,535.77";"2,507.08";"2,531.39";;1;
2024-11-13;"2,520.59";"2,493.72";"2,512.56";;1;
2024-11-12;"2,558.60";"2,508.64";"2,514.23";;1;
2024-11-11;"2,584.28";"2,571.95";"2,576.43";;1;
2024-11-08;"2,584.14";"2,546.84";"2,558.74";;1;
2024-11-07;"2,593.98";"2,558.65";"2,584.72";;1;
2024-11-06;"2,626.57";"2,552.95";"2,553.13";;1;
2024-11-05;"2,576.70";"2,555.80";"2,574.13";;1;
2024-11-04;"2,582.00";"2,564.42";"2,571.98";;1;
2024-11-01;"2,564.75";"2,546.14";"2,557.22";;1;
2024-10-31;"2,562.60";"2,535.33";"2,542.41";;1;
2024-10-30;"2,608.27";"2,571.21";"2,578.38";;1;
2024-10-29;"2,639.52";"2,610.77";"2,610.77";;1;
2024-10-28;"2,627.70";"2,595.83";"2,624.09";;1;
2024-10-25;"2,601.57";"2,574.80";"2,592.28";;1;
2024-10-24;"2,600.13";"2,576.57";"2,578.09";;1;
2024-10-23;"2,588.52";"2,565.16";"2,581.33";;1;
2024-10-22;"2,580.99";"2,550.27";"2,571.51";;1;
2024-10-21;"2,602.51";"2,571.94";"2,576.20";;1;
2024-10-18;"2,599.95";"2,572.48";"2,594.30";;1;
2024-10-17;"2,598.52";"2,583.30";"2,585.81";;1;
2024-10-16;"2,585.50";"2,558.86";"2,580.09";;1;
2024-10-15;"2,619.57";"2,577.07";"2,577.07";;1;
2024-10-14;"2,598.25";"2,579.01";"2,598.25";;1;
2024-10-11;"2,591.66";"2,566.31";"2,588.72";;1;
2024-10-10;"2,597.16";"2,562.27";"2,573.91";;1;
2024-10-09;"2,598.95";"2,577.36";"2,594.91";;1;
2024-10-08;"2,598.06";"2,574.93";"2,587.89";;1;
2024-10-07;"2,611.55";"2,586.98";"2,602.66";;1;
2024-10-04;"2,616.31";"2,588.63";"2,603.79";;1;
2024-10-03;"2,619.72";"2,588.82";"2,594.50";;1;
2024-10-02;"2,623.30";"2,606.13";"2,620.66";;1;
2024-10-01;"2,641.22";"2,603.65";"2,611.34";;1;
2024-09-30;"2,649.49";"2,620.14";"2,626.44";;1;
2024-09-27;"2,647.92";"2,632.41";"2,639.45";;1;
2024-09-26;"2,649.92";"2,625.17";"2,642.43";;1;
2024-09-25;"2,615.04";"2,582.87";"2,610.91";;1;
2024-09-24;"2,608.84";"2,577.55";"2,590.01";;1;
2024-09-23;"2,591.99";"2,563.66";"2,583.85";;1;
2024-09-20;"2,595.60";"2,574.02";"2,579.15";;1;
2024-09-19;"2,600.75";"2,565.71";"2,592.91";;1;
2024-09-18;"2,555.21";"2,536.50";"2,544.25";;1;
2024-09-17;"2,561.46";"2,537.84";"2,555.90";;1;
2024-09-16;"2,534.58";"2,514.69";"2,529.75";;1;
2024-09-13;"2,528.71";"2,513.08";"2,525.18";;1;
2024-09-12;"2,537.73";"2,499.88";"2,510.54";;1;
2024-09-11;"2,515.34";"2,482.00";"2,489.95";;1;
2024-09-10;"2,521.74";"2,489.79";"2,495.76";;1;
2024-09-09;"2,517.43";"2,495.69";"2,511.44";;1;
2024-09-06;"2,516.08";"2,478.33";"2,480.99";;1;
2024-09-05;"2,532.05";"2,505.43";"2,509.30";;1;
2024-09-04;"2,544.27";"2,521.95";"2,531.72";;1;
2024-09-03;"2,598.92";"2,562.19";"2,565.78";;1;
2024-09-02;"2,595.46";"2,578.77";"2,589.98";;1;
2024-08-30;"2,601.14";"2,585.62";"2,595.96";;1;
2024-08-29;"2,591.54";"2,564.23";"2,587.90";;1;
2024-08-28;"2,572.84";"2,551.79";"2,562.54";;1;
2024-08-27;"2,573.52";"2,553.02";"2,556.75";;1;
2024-08-26;"2,572.98";"2,554.71";"2,567.12";;1;
2024-08-23;"2,567.29";"2,536.81";"2,559.27";;1;
2024-08-22;"2,550.48";"2,525.32";"2,541.10";;1;
2024-08-21;"2,538.94";"2,514.89";"2,523.94";;1;
2024-08-20;"2,546.89";"2,525.17";"2,527.29";;1;
2024-08-19;"2,542.27";"2,533.45";"2,540.83";;1;
2024-08-16;"2,539.83";"2,524.67";"2,533.09";;1;
2024-08-15;"2,529.77";"2,495.28";"2,522.81";;1;
2024-08-14;"2,496.54";"2,484.79";"2,494.19";;1;
2024-08-13;"2,474.51";"2,453.49";"2,472.96";;1;
2024-08-12;"2,473.94";"2,454.89";"2,460.90";;1;
2024-08-09;"2,476.86";"2,447.58";"2,458.59";;1;
2024-08-08;"2,454.06";"2,406.12";"2,450.39";;1;
2024-08-07;"2,452.29";"2,416.54";"2,442.13";;1;
2024-08-06;"2,439.99";"2,383.66";"2,402.96";;1;
2024-08-05;"2,416.60";"2,356.65";"2,411.26";;1;
2024-07-31;"2,622.42";"2,603.71";"2,609.33";;1;
2024-07-30;"2,600.25";"2,585.51";"2,595.25";;1;
2024-07-29;"2,603.14";"2,580.00";"2,580.00";;1;
2024-07-26;"2,582.19";"2,553.24";"2,578.75";;1;
2024-07-25;"2,562.87";"2,527.78";"2,562.37";;1;
2024-07-24;"2,581.90";"2,564.70";"2,570.97";;1;
2024-07-23;"2,610.35";"2,582.68";"2,596.43";;1;
2024-07-22;"2,609.13";"2,577.63";"2,593.43";;1;
2024-07-19;"2,594.32";"2,570.63";"2,570.63";;1;
2024-07-18;"2,616.73";"2,584.51";"2,597.79";;1;
2024-07-17;"2,602.79";"2,577.74";"2,597.56";;1;
2024-07-16;"2,615.51";"2,592.22";"2,613.58";;1;
2024-07-15;"2,621.48";"2,600.24";"2,605.29";;1;
2024-07-12;"2,635.21";"2,582.90";"2,630.61";;1;
2024-07-11;"2,579.66";"2,549.33";"2,574.28";;1;
2024-07-10;"2,548.70";"2,528.14";"2,548.40";;1;
2024-07-09;"2,563.04";"2,529.59";"2,534.22";;1;
2024-07-08;"2,568.57";"2,547.15";"2,564.30";;1;
2024-07-05;"2,583.32";"2,552.07";"2,556.53";;1;
2024-07-04;"2,583.96";"2,566.16";"2,571.87";;1;
2024-07-02;"2,573.85";"2,547.14";"2,554.12";;1;
2024-07-01;"2,592.82";"2,570.91";"2,584.83";;1;
2024-06-28;"2,576.48";"2,561.14";"2,569.45";;1;
2024-06-27;"2,575.99";"2,557.08";"2,557.87";;1;
2024-06-26;"2,595.00";"2,562.41";"2,572.24";;1;
2024-06-25;"2,584.33";"2,557.76";"2,561.57";;1;
2024-06-24;"2,595.80";"2,549.18";"2,594.54";;1;
2024-06-20;"2,576.74";"2,557.96";"2,573.77";;1;
2024-06-19;"2,565.82";"2,554.21";"2,554.21";;1;
2024-06-18;"2,575.01";"2,554.02";"2,566.49";;1;
2024-06-17;"2,581.68";"2,548.01";"2,558.51";;1;
2024-06-14;"2,592.43";"2,554.78";"2,561.60";;1;
2024-06-13;"2,625.16";"2,586.07";"2,587.11";;1;
2024-06-12;"2,632.19";"2,592.83";"2,627.12";;1;
2024-06-11;"2,614.76";"2,574.42";"2,586.96";;1;
2024-06-10;"2,612.26";"2,587.36";"2,600.72";;1;
2024-06-07;"2,630.87";"2,605.17";"2,623.59";;1;
2024-06-05;"2,614.02";"2,598.00";"2,609.72";;1;
2024-06-04;"2,608.22";"2,582.06";"2,587.70";;1;
2024-06-03;"2,636.26";"2,606.17";"2,612.02";;1;
2024-05-31;"2,606.18";"2,584.64";"2,604.10";;1;
2024-05-30;"2,595.30";"2,574.69";"2,593.07";;1;
2024-05-29;"2,613.37";"2,582.95";"2,583.50";;1;
2024-05-28;"2,637.04";"2,605.30";"2,616.29";;1;
2024-05-27;"2,631.13";"2,617.91";"2,630.30";;1;
2024-05-24;"2,626.39";"2,607.70";"2,624.50";;1;
2024-05-23;"2,648.20";"2,631.39";"2,641.47";;1;
2024-05-22;"2,638.31";"2,623.51";"2,634.51";;1;
2024-05-21;"2,631.76";"2,615.58";"2,631.49";;1;
2024-05-20;"2,632.17";"2,607.93";"2,632.17";;1;
2024-05-17;"2,609.37";"2,591.01";"2,602.20";;1;
2024-05-16;"2,629.24";"2,602.44";"2,608.82";;1;
2024-05-15;"2,642.72";"2,619.79";"2,627.52";;1;
2024-05-14;"2,634.73";"2,617.85";"2,632.85";;1;
2024-05-13;"2,628.89";"2,616.98";"2,624.76";;1;
2024-05-10;"2,633.95";"2,606.24";"2,627.87";;1;
2024-05-08;"2,606.18";"2,588.39";"2,589.10";;1;
2024-05-07;"2,593.17";"2,561.83";"2,593.17";;1;
2024-05-06;"2,563.92";"2,541.40";"2,563.79";;1;
2024-05-03;"2,550.33";"2,524.78";"2,540.08";;1;
2024-05-02;"2,547.07";"2,522.71";"2,525.21";;1;
2024-04-30;"2,568.20";"2,539.27";"2,556.40";;1;
2024-04-29;"2,572.75";"2,563.54";"2,566.81";;1;
2024-04-26;"2,565.19";"2,534.04";"2,557.69";;1;
2024-04-25;"2,544.91";"2,507.92";"2,525.40";;1;
2024-04-24;"2,555.02";"2,522.67";"2,543.21";;1;
2024-04-23;"2,548.97";"2,516.86";"2,546.33";;1;
2024-04-22;"2,525.50";"2,506.58";"2,511.41";;1;
2024-04-18;"2,524.19";"2,498.97";"2,517.69";;1;
2024-04-15;"2,548.28";"2,517.25";"2,523.40";;1;
2024-04-12;"2,540.53";"2,503.50";"2,506.99";;1;
2024-04-11;"2,518.95";"2,476.61";"2,499.70";;1;
2024-04-10;"2,539.19";"2,499.65";"2,519.05";;1;
2024-04-09;"2,528.49";"2,509.03";"2,513.50";;1;
2024-04-08;"2,527.16";"2,505.90";"2,522.36";;1;
2024-04-05;"2,505.61";"2,482.93";"2,504.80";;1;
2024-04-04;"2,524.62";"2,508.95";"2,521.86";;1;
2024-04-03;"2,517.75";"2,500.07";"2,513.52";;1;
2024-04-02;"2,540.32";"2,501.88";"2,508.65";;1;
2024-03-28;"2,542.25";"2,516.29";"2,518.27";;1;
2024-03-27;"2,557.52";"2,532.48";"2,537.37";;1;
2024-03-26;"2,552.03";"2,518.21";"2,547.97";;1;
2024-03-25;"2,542.91";"2,517.51";"2,526.07";;1;
2024-03-22;"2,555.43";"2,531.25";"2,534.34";;1;
2024-03-21;"2,551.09";"2,524.61";"2,550.50";;1;
2024-03-20;"2,519.03";"2,495.14";"2,510.44";;1;
2024-03-19;"2,515.12";"2,495.75";"2,514.92";;1;
2024-03-18;"2,536.18";"2,502.06";"2,504.80";;1;
2024-03-13;"2,531.80";"2,512.93";"2,527.46";;1;
2024-03-12;"2,526.09";"2,488.60";"2,521.91";;1;
2024-03-11;"2,481.50";"2,466.75";"2,479.35";;1;
2024-03-08;"2,495.85";"2,471.44";"2,487.70";;1;
2024-03-07;"2,478.76";"2,440.90";"2,471.57";;1;
2024-03-06;"2,462.73";"2,442.67";"2,460.81";;1;
2024-03-04;"2,465.31";"2,448.22";"2,455.36";;1;
2024-03-01;"2,472.75";"2,456.41";"2,461.49";;1;
2024-02-29;"2,459.91";"2,440.44";"2,452.81";;1;
2024-02-28;"2,451.43";"2,438.96";"2,447.21";;1;
2024-02-27;"2,444.20";"2,432.41";"2,442.22";;1;
2024-02-26;"2,443.46";"2,430.71";"2,438.64";;1;
2024-02-23;"2,437.16";"2,417.13";"2,435.45";;1;
2024-02-22;"2,442.31";"2,419.93";"2,426.38";;1;
2024-02-21;"2,417.71";"2,403.17";"2,414.97";;1;
2024-02-20;"2,417.03";"2,402.28";"2,414.79";;1;
2024-02-19;"2,414.02";"2,401.00";"2,410.33";;1;
2024-02-16;"2,415.19";"2,392.59";"2,408.92";;1;
2024-02-15;"2,389.63";"2,374.30";"2,385.24";;1;
2024-02-14;"2,366.14";"2,348.87";"2,362.07";;1;
2024-02-13;"2,366.10";"2,339.81";"2,352.77";;1;
2024-02-12;"2,368.74";"2,357.31";"2,367.50";;1;
2024-02-09;"2,366.89";"2,345.70";"2,352.42";;1;
2024-02-08;"2,365.93";"2,352.47";"2,358.49";;1;
2024-02-07;"2,365.13";"2,353.17";"2,356.43";;1;
2024-02-06;"2,360.70";"2,339.63";"2,357.52";;1;
2024-02-05;"2,368.17";"2,336.20";"2,339.89";;1;
2024-02-02;"2,384.99";"2,367.90";"2,367.90";;1;
2024-02-01;"2,380.20";"2,349.95";"2,364.81";;1;
2024-01-31;"2,371.24";"2,355.75";"2,356.60";;1;
2024-01-30;"2,379.78";"2,361.97";"2,368.36";;1;
2024-01-29;"2,376.84";"2,353.59";"2,368.06";;1;
2024-01-26;"2,372.03";"2,346.31";"2,370.13";;1;
2024-01-25;"2,364.10";"2,336.06";"2,362.73";;1;
2024-01-24;"2,363.39";"2,343.79";"2,351.10";;1;
2024-01-23;"2,345.14";"2,324.58";"2,337.48";;1;
2024-01-22;"2,333.84";"2,314.87";"2,330.55";;1;
2024-01-18;"2,316.39";"2,293.73";"2,309.95";;1;
2024-01-17;"2,302.54";"2,285.87";"2,297.85";;1;
2024-01-16;"2,330.80";"2,315.85";"2,323.79";;1;
2024-01-15;"2,360.75";"2,334.45";"2,340.47";;1;
2024-01-12;"2,360.56";"2,342.00";"2,355.96";;1;
2024-01-11;"2,367.53";"2,333.31";"2,336.25";;1;
2024-01-10;"2,347.94";"2,335.31";"2,341.94";;1;
2024-01-09;"2,361.72";"2,332.79";"2,344.72";;1;
2024-01-08;"2,357.82";"2,330.07";"2,357.77";;1;
2024-01-05;"2,354.32";"2,335.89";"2,337.86";;1;
2024-01-04;"2,364.72";"2,347.15";"2,361.90";;1;
2024-01-03;"2,396.13";"2,345.82";"2,356.64";;1;
2024-01-02;"2,418.15";"2,384.79";"2,394.93";;1;
2023-12-29;"2,403.19";"2,390.87";"2,396.07";;1;
2023-12-28;"2,398.91";"2,384.45";"2,389.01";;1;
2023-12-27;"2,398.86";"2,378.43";"2,390.28";;1;
2023-12-22;"2,384.03";"2,365.09";"2,377.05";;1;
2023-12-21;"2,382.93";"2,364.94";"2,375.14";;1;
2023-12-20;"2,394.61";"2,376.72";"2,390.84";;1;
2023-12-19;"2,391.41";"2,376.86";"2,384.54";;1;
2023-12-18;"2,384.70";"2,371.53";"2,374.17";;1;
2023-12-15;"2,395.44";"2,373.35";"2,386.43";;1;
2023-12-14;"2,369.17";"2,351.50";"2,365.25";;1;
2023-12-13;"2,343.26";"2,322.75";"2,322.75";;1;
2023-12-12;"2,343.29";"2,331.92";"2,334.73";;1;
2023-12-11;"2,340.31";"2,312.36";"2,339.78";;1;
2023-12-08;"2,318.94";"2,286.76";"2,313.01";;1;
2023-12-07;"2,294.16";"2,279.82";"2,287.13";;1;
2023-12-06;"2,296.33";"2,265.22";"2,289.64";;1;
2023-12-05;"2,270.27";"2,249.03";"2,267.80";;1;
2023-12-04;"2,265.19";"2,248.64";"2,253.80";;1;
2023-12-01;"2,255.21";"2,236.51";"2,250.21";;1;
2023-11-30;"2,245.15";"2,227.38";"2,232.46";;1;
2023-11-29;"2,239.51";"2,212.05";"2,233.00";;1;
2023-11-28;"2,223.41";"2,209.00";"2,214.81";;1;
2023-11-27;"2,232.52";"2,219.12";"2,226.85";;1;
2023-11-24;"2,231.50";"2,222.78";"2,229.37";;1;
2023-11-23;"2,231.59";"2,213.41";"2,226.34";;1;
2023-11-22;"2,223.21";"2,202.52";"2,213.18";;1;
2023-11-21;"2,208.52";"2,192.72";"2,197.08";;1;
2023-11-20;"2,208.97";"2,192.81";"2,206.34";;1;
2023-11-17;"2,203.83";"2,181.35";"2,198.83";;1;
2023-11-16;"2,190.28";"2,167.13";"2,171.53";;1;
2023-11-15;"2,199.03";"2,173.97";"2,192.97";;1;
2023-11-14;"2,170.00";"2,121.94";"2,169.98";;1;
2023-11-13;"2,131.07";"2,116.19";"2,122.63";;1;
2023-11-10;"2,124.53";"2,102.71";"2,115.38";;1;
2023-11-09;"2,140.20";"2,112.25";"2,137.98";;1;
2023-11-08;"2,125.12";"2,102.80";"2,114.32";;1;
2023-11-07;"2,124.89";"2,107.14";"2,116.06";;1;
2023-11-06;"2,141.23";"2,112.24";"2,123.50";;1;
2023-11-03;"2,134.05";"2,120.39";"2,126.76";;1;
2023-11-02;"2,123.11";"2,086.57";"2,110.80";;1;
2023-11-01;"2,085.97";"2,060.30";"2,073.43";;1;
2023-10-31;"2,083.61";"2,059.78";"2,075.79";;1;
2023-10-30;"2,065.68";"2,048.95";"2,057.14";;1;
2023-10-27;"2,073.94";"2,042.65";"2,049.65";;1;
2023-10-26;"2,072.24";"2,036.88";"2,064.55";;1;
2023-10-25;"2,085.20";"2,055.67";"2,073.84";;1;
2023-10-24;"2,078.47";"2,050.23";"2,074.19";;1;
2023-10-23;"2,087.75";"2,051.75";"2,066.50";;1;
2023-10-20;"2,100.98";"2,076.24";"2,077.66";;1;
2023-10-19;"2,148.74";"2,117.80";"2,121.83";;1;
2023-10-18;"2,177.98";"2,142.83";"2,144.44";;1;
2023-10-17;"2,185.60";"2,154.93";"2,172.25";;1;
2023-10-16;"2,201.56";"2,177.76";"2,190.78";;1;
2023-10-13;"2,208.87";"2,185.96";"2,189.84";;1;
2023-10-12;"2,235.90";"2,208.23";"2,212.13";;1;
2023-10-11;"2,197.20";"2,182.34";"2,193.71";;1;
2023-10-10;"2,195.07";"2,154.68";"2,193.06";;1;
2023-10-09;"2,151.19";"2,130.54";"2,133.26";;1;
2023-10-06;"2,154.02";"2,127.39";"2,154.02";;1;
2023-10-05;"2,140.01";"2,118.80";"2,127.06";;1;
2023-10-04;"2,125.01";"2,104.70";"2,116.77";;1;
2023-10-03;"2,149.22";"2,121.17";"2,125.06";;1;
2023-10-02;"2,174.25";"2,135.96";"2,145.97";;1;
2023-09-29;"2,165.04";"2,144.15";"2,155.49";;1;
2023-09-28;"2,138.58";"2,119.11";"2,137.65";;1;
2023-09-27;"2,145.46";"2,126.78";"2,130.32";;1;
2023-09-26;"2,148.98";"2,124.97";"2,133.16";;1;
2023-09-25;"2,170.80";"2,141.86";"2,156.12";;1;
2023-09-22;"2,176.87";"2,162.69";"2,165.94";;1;
2023-09-21;"2,188.63";"2,170.83";"2,178.82";;1;
2023-09-20;"2,206.98";"2,177.57";"2,202.45";;1;
2023-09-19;"2,191.18";"2,170.88";"2,177.20";;1;
2023-09-18;"2,196.43";"2,182.01";"2,187.02";;1;
2023-09-15;"2,212.19";"2,194.72";"2,195.20";;1;
2023-09-14;"2,194.08";"2,157.82";"2,190.20";;1;
2023-09-13;"2,171.68";"2,148.21";"2,162.46";;1;
2023-09-12;"2,190.88";"2,173.98";"2,177.12";;1;
2023-09-11;"2,193.24";"2,177.68";"2,184.56";;1;
2023-09-08;"2,192.13";"2,162.98";"2,176.34";;1;
2023-09-07;"2,206.05";"2,177.45";"2,185.58";;1;
2023-09-06;"2,208.46";"2,184.75";"2,202.57";;1;
2023-09-05;"2,210.15";"2,186.17";"2,203.70";;1;
2023-09-04;"2,208.69";"2,192.54";"2,193.76";;1;
2023-09-01;"2,200.09";"2,175.81";"2,186.21";;1;
2023-08-31;"2,195.33";"2,179.74";"2,184.74";;1;
2023-08-30;"2,198.41";"2,178.75";"2,185.08";;1;
2023-08-29;"2,194.44";"2,179.63";"2,191.46";;1;
2023-08-28;"2,177.89";"2,161.22";"2,174.31";;1;
2023-08-25;"2,164.62";"2,133.48";"2,148.47";;1;
2023-08-24;"2,178.42";"2,144.83";"2,145.74";;1;
2023-08-23;"2,161.48";"2,148.74";"2,154.70";;1;
2023-08-22;"2,163.01";"2,143.06";"2,153.65";;1;
